,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,MultipleLines,TenureMonths,ChargeGroup
1512,2018-12-01,,Month-to-month,Yes,Electronic check,84.8,1203.9,0,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,14,High
1513,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,25.8,25.8,1,DSL,No,No,No,No,No,No,Female,1,No,No,Unknown,1,Low
1514,2014-11-01,,Two year,No,Credit card (automatic),19.5,1215.1,0,No,No,No,No,No,No,No,Female,0,No,Yes,No,64,Low
1515,2016-09-01,,One year,Yes,Electronic check,68.6,2877.05,0,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,42,High
1516,2018-09-01,,Month-to-month,No,Electronic check,92.6,1579.7,0,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,17,High
1517,2015-06-01,,One year,Yes,Electronic check,100.55,5514.95,0,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,57,Very High
1518,2019-09-01,,Month-to-month,No,Credit card (automatic),20.55,96.1,0,No,No,No,No,No,No,No,Female,0,No,No,No,5,Low
1519,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,42.6,72.4,1,DSL,Yes,Yes,No,No,No,Yes,Female,0,No,No,Unknown,2,Low
1520,2019-11-01,,Month-to-month,Yes,Mailed check,19.6,55.25,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,3,Low
1521,2017-01-01,,One year,No,Electronic check,67.45,2443.3,0,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,38,Medium
1522,2017-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,1,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,No,No,No,29,High
1523,2019-06-01,,Month-to-month,No,Mailed check,43.55,335.4,0,DSL,No,No,No,No,No,No,Male,0,No,No,No,8,Medium
1524,2014-11-01,,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,64,Very High
1525,2019-07-01,,Month-to-month,No,Mailed check,20.65,158.95,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,7,Low
1526,2019-11-01,,Month-to-month,No,Electronic check,95.4,293.15,0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,3,Very High
1527,2014-02-01,,Two year,No,Bank transfer (automatic),21.0,1493.75,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,73,Low
1528,2018-07-01,,Month-to-month,Yes,Electronic check,56.2,1093.4,0,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,19,Medium
1529,2015-03-01,,Two year,No,Bank transfer (automatic),18.4,1057.85,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,60,Low
1530,2019-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),90.0,190.05,1,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,2,High
1531,2017-03-01,,Month-to-month,Yes,Electronic check,25.75,882.55,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,36,Low
1532,2018-12-01,,Month-to-month,No,Credit card (automatic),19.6,300.4,0,No,No,No,No,No,No,No,Male,0,No,No,No,14,Low
1533,2018-10-01,2019-12-01,Month-to-month,No,Electronic check,75.35,1025.95,1,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,14,High
1534,2014-05-01,,Two year,No,Credit card (automatic),19.8,1436.95,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,70,Low
1535,2019-07-01,,Month-to-month,No,Electronic check,64.2,475.0,0,DSL,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,Yes,7,Medium
1536,2014-05-01,,Two year,Yes,Bank transfer (automatic),75.75,5388.15,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,70,High
1537,2014-02-01,,Two year,Yes,Electronic check,78.95,5730.15,0,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,73,High
1538,2019-03-01,2019-11-01,Month-to-month,No,Electronic check,100.85,819.55,1,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,8,Very High
1539,2019-10-01,,Month-to-month,No,Electronic check,50.3,217.1,0,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,4,Medium
1540,2014-11-01,,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,0,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,64,High
1541,2014-02-01,,Two year,No,Bank transfer (automatic),19.85,1434.1,0,No,No,No,No,No,No,No,Male,0,No,No,No,73,Low
1542,2016-04-01,,Two year,Yes,Electronic check,21.1,937.1,0,No,No,No,No,No,No,No,Female,0,No,No,No,47,Low
1543,2019-07-01,2019-12-01,Month-to-month,No,Electronic check,69.95,330.15,1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,5,High
1544,2017-08-01,,Month-to-month,Yes,Mailed check,50.0,1474.9,0,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,30,Medium
1545,2014-11-01,,Two year,Yes,Bank transfer (automatic),104.75,6536.5,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,64,Very High
1546,2015-02-01,,Two year,No,Bank transfer (automatic),19.85,1128.1,0,No,No,No,No,No,No,No,Female,0,No,No,No,61,Low
1547,2014-07-01,2019-10-01,One year,Yes,Electronic check,107.5,6873.75,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,64,Very High
1548,2018-01-01,,Month-to-month,No,Electronic check,85.9,2199.05,0,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,Yes,No,25,High
1549,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,45.85,45.85,1,DSL,No,No,No,No,No,No,Male,0,No,No,No,1,Medium
1550,2019-08-01,,Month-to-month,Yes,Electronic check,80.8,457.1,0,Fiber optic,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,6,High
1551,2018-04-01,,Two year,No,Mailed check,25.25,566.5,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,22,Low
1552,2017-07-01,,Two year,No,Bank transfer (automatic),80.55,2471.6,0,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,32,High
1553,2016-11-01,,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,0,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,40,High
1554,2017-12-01,,Month-to-month,No,Mailed check,20.9,518.3,0,No,No,No,No,No,No,No,Male,0,No,No,No,26,Low
1555,2015-08-01,2020-01-01,One year,Yes,Bank transfer (automatic),106.1,5769.75,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,54,Very High
1556,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,91.7,91.7,1,Fiber optic,No,Yes,No,Yes,Yes,No,Female,0,No,No,No,1,High
1557,2019-02-01,,Month-to-month,Yes,Electronic check,67.25,832.3,0,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,12,Medium
1558,2018-08-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,1,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,16,Very High
1559,2019-12-01,,Month-to-month,No,Mailed check,20.35,45.3,0,No,No,No,No,No,No,No,Female,0,No,No,No,2,Low
1560,2016-11-01,,One year,No,Bank transfer (automatic),45.05,1790.6,0,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,Yes,Unknown,40,Medium
1561,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,74.95,74.95,1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1,High
1562,2019-07-01,,Month-to-month,No,Mailed check,34.65,246.6,0,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,Unknown,7,Low
1563,2019-10-01,,Month-to-month,No,Electronic check,69.35,261.65,0,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,4,High
1564,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,95.35,898.35,1,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,10,Very High
1565,2015-07-01,,Month-to-month,Yes,Electronic check,81.55,4509.5,0,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,56,High
1566,2014-02-01,,Two year,Yes,Bank transfer (automatic),75.4,5480.25,0,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,73,High
1567,2019-04-01,,Month-to-month,Yes,Credit card (automatic),67.8,653.15,0,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,10,Medium
1568,2019-03-01,,Month-to-month,Yes,Electronic check,111.4,1183.05,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,11,Very High
1569,2018-11-01,,Month-to-month,No,Electronic check,46.3,639.45,0,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,15,Medium
1570,2018-03-01,,Two year,No,Bank transfer (automatic),20.4,478.75,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,23,Low
1571,2020-01-01,,Month-to-month,No,Mailed check,20.05,20.05,0,No,No,No,No,No,No,No,Male,0,No,Yes,No,1,Low
1572,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,45.0,127.1,1,DSL,No,No,No,No,No,No,Female,1,No,No,No,3,Medium
1573,2016-03-01,,One year,Yes,Electronic check,96.1,4391.45,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,48,Very High
1574,2018-11-01,,One year,No,Mailed check,19.65,270.6,0,No,No,No,No,No,No,No,Female,0,No,Yes,No,15,Low
1575,2014-05-01,2019-11-01,Month-to-month,No,Electronic check,99.5,6710.5,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,67,Very High
1576,2014-06-01,,One year,Yes,Bank transfer (automatic),60.65,3975.9,0,DSL,No,Yes,Yes,Yes,No,No,Female,1,Yes,No,No,69,Medium
1577,2018-06-01,2019-11-01,One year,No,Bank transfer (automatic),98.6,1704.95,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,17,Very High
1578,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,59.5,415.95,1,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,7,Medium
1579,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,80.45,950.2,1,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,12,High
1580,2018-05-01,,One year,No,Bank transfer (automatic),71.7,1497.05,0,DSL,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,21,High
1581,2018-05-01,,Month-to-month,Yes,Mailed check,36.0,780.15,0,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Unknown,21,Low
1582,2015-06-01,,One year,No,Bank transfer (automatic),65.2,3512.15,0,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,57,Medium
1583,2019-08-01,,Month-to-month,Yes,Credit card (automatic),48.95,273.25,0,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,6,Medium
1584,2014-09-01,,Two year,Yes,Bank transfer (automatic),53.5,3517.9,0,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Unknown,66,Medium
1585,2016-08-01,,One year,No,Credit card (automatic),80.45,3375.9,0,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,43,High
1586,2014-06-01,,Two year,Yes,Bank transfer (automatic),109.05,7508.55,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,69,Very High
1587,2016-02-01,,Two year,No,Bank transfer (automatic),26.3,1245.05,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,49,Low
1588,2015-12-01,,One year,Yes,Electronic check,106.8,5347.95,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,51,Very High
1589,2019-07-01,,Month-to-month,Yes,Electronic check,64.95,493.65,0,DSL,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,7,Medium
1590,2014-11-01,,Two year,No,Electronic check,19.35,1263.85,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,64,Low
1591,2018-09-01,,Month-to-month,No,Credit card (automatic),21.1,385.55,0,No,No,No,No,No,No,No,Male,0,No,No,No,17,Low
1592,2016-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,1,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,43,High
1593,2019-10-01,,Month-to-month,No,Mailed check,18.85,84.2,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,4,Low
1594,2014-12-01,,Two year,No,Bank transfer (automatic),26.0,1638.7,0,No,No,No,No,No,No,No,Female,0,No,Yes,Yes,63,Low
1595,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,74.7,165.4,1,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,2,High
1596,2019-12-01,,Month-to-month,Yes,Electronic check,70.35,120.25,0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,2,High
1597,2016-02-01,,Two year,Yes,Bank transfer (automatic),96.9,4473.45,0,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,49,Very High
1598,2017-11-01,,Two year,No,Bank transfer (automatic),19.55,520.55,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,27,Low
1599,2014-04-01,,Two year,Yes,Bank transfer (automatic),80.4,5717.85,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,71,High
1600,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,88.8,88.8,1,Fiber optic,No,No,Yes,No,Yes,No,Male,1,No,No,Yes,1,High
1601,2016-04-01,,One year,Yes,Electronic check,94.65,4312.5,0,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,47,Very High
1602,2017-04-01,2019-10-01,Month-to-month,Yes,Electronic check,90.25,2755.35,1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,30,High
1603,2018-09-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,1,DSL,Yes,No,No,No,No,Yes,Female,0,No,No,Yes,15,Medium
1604,2014-05-01,,One year,No,Credit card (automatic),95.75,6511.25,0,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,70,Very High
1605,2014-09-01,,Two year,Yes,Credit card (automatic),19.55,1218.65,0,No,No,No,No,No,No,No,Male,0,No,No,No,66,Low
1606,2014-02-01,,Two year,Yes,Credit card (automatic),104.1,7447.7,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,No,73,Very High
1607,2018-12-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,1,Fiber optic,No,Yes,No,Yes,No,Yes,Male,1,Yes,No,No,13,High
1608,2018-09-01,,One year,Yes,Mailed check,20.1,279.5,0,No,No,No,No,No,No,No,Male,0,No,No,No,17,Low
1609,2015-11-01,,One year,Yes,Electronic check,111.55,5720.35,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,52,Very High
1610,2015-11-01,,Two year,No,Credit card (automatic),60.5,3121.45,0,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,52,Medium
1611,2014-02-01,,Two year,Yes,Bank transfer (automatic),90.95,6468.6,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,73,High
1612,2014-06-01,2020-01-01,One year,No,Electronic check,87.4,5918.8,1,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,68,High
1613,2017-04-01,,Month-to-month,No,Mailed check,19.7,675.6,0,No,No,No,No,No,No,No,Male,0,No,No,No,35,Low
1614,2014-07-01,,Two year,Yes,Bank transfer (automatic),50.95,3521.7,0,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,Unknown,68,Medium
1615,2016-01-01,,One year,Yes,Bank transfer (automatic),20.05,923.1,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,50,Low
1616,2015-09-01,,Two year,Yes,Mailed check,19.4,1110.35,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,54,Low
1617,2017-11-01,,Month-to-month,No,Electronic check,59.45,1611.65,0,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,27,Medium
1618,2018-02-01,2020-01-01,Month-to-month,Yes,Electronic check,94.75,2293.6,1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,23,Very High
1619,2014-05-01,,Two year,Yes,Credit card (automatic),81.5,5553.25,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,70,High
1620,2019-12-01,,Month-to-month,No,Bank transfer (automatic),29.05,44.75,0,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,Unknown,2,Low
1621,2017-01-01,2019-12-01,Month-to-month,Yes,Electronic check,86.45,3029.1,1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,35,High
1622,2016-04-01,,One year,No,Mailed check,70.6,3231.05,0,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,No,No,47,High
1623,2015-08-01,,Two year,Yes,Bank transfer (automatic),97.2,5129.45,0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,55,Very High
1624,2015-05-01,2020-01-01,One year,Yes,Electronic check,98.25,5508.35,1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,57,Very High
1625,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,1,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,9,High
1626,2018-06-01,,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,0,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,20,Medium
1627,2019-03-01,,Month-to-month,Yes,Mailed check,75.9,866.4,0,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,11,High
1628,2017-08-01,,Month-to-month,Yes,Electronic check,90.05,2627.2,0,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,30,High
1629,2014-06-01,,Two year,No,Bank transfer (automatic),70.95,4741.45,0,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,69,High
1630,2016-12-01,,Month-to-month,Yes,Electronic check,102.6,4009.2,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,39,Very High
1631,2018-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,1,Fiber optic,Yes,No,Yes,No,No,No,Female,1,Yes,No,Yes,17,High
1632,2015-12-01,2019-12-01,One year,Yes,Credit card (automatic),106.1,5082.8,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,49,Very High
1633,2020-01-01,,Month-to-month,No,Electronic check,43.8,43.8,0,DSL,No,No,No,No,No,No,Female,0,No,No,No,1,Medium
1634,2014-11-01,,Two year,No,Electronic check,59.0,3707.6,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Unknown,64,Medium
1635,2019-11-01,,One year,Yes,Electronic check,69.95,220.45,0,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,3,High
1636,2016-02-01,,One year,No,Bank transfer (automatic),24.35,1133.7,0,No,No,No,No,No,No,No,Female,0,No,No,Yes,49,Low
1637,2014-08-01,,One year,No,Credit card (automatic),29.45,1983.15,0,DSL,No,No,No,Yes,No,No,Male,0,No,No,Unknown,67,Low
1638,2014-06-01,,Two year,Yes,Credit card (automatic),84.4,5746.75,0,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,69,High
1639,2018-05-01,2019-10-01,Month-to-month,Yes,Electronic check,45.05,770.6,1,DSL,No,No,No,No,No,No,Male,1,No,No,No,17,Medium
1640,2019-07-01,,One year,No,Mailed check,20.65,134.05,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,7,Low
1641,2014-02-01,,Two year,Yes,Bank transfer (automatic),87.1,6230.1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,73,High
1642,2017-09-01,,Month-to-month,No,Mailed check,19.85,573.05,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,29,Low
1643,2017-01-01,,Month-to-month,Yes,Electronic check,90.35,3419.3,0,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,No,38,High
1644,2017-03-01,2020-01-01,Month-to-month,Yes,Mailed check,109.8,3587.25,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,35,Very High
1645,2016-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.65,3541.35,1,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,43,High
1646,2015-03-01,,One year,No,Mailed check,65.5,3801.3,0,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,60,Medium
1647,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,1,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,11,High
1648,2015-02-01,,Month-to-month,Yes,Electronic check,80.95,4859.1,0,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,Yes,Yes,61,High
1649,2017-11-01,,Month-to-month,Yes,Mailed check,56.15,1439.35,0,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No,27,Medium
1650,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,85.8,85.8,1,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1,High
1651,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,79.1,79.1,1,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,No,1,High
1652,2018-09-01,,Month-to-month,No,Mailed check,34.4,592.75,0,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,No,Unknown,17,Low
1653,2015-04-01,,Two year,No,Mailed check,20.75,1185.95,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,59,Low
1654,2020-01-01,,One year,No,Mailed check,18.8,18.8,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,Low
1655,2019-08-01,2019-11-01,Month-to-month,No,Mailed check,44.3,134.5,1,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,3,Medium
1656,2015-09-01,,Month-to-month,No,Electronic check,90.8,4921.2,0,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,54,High
1657,2017-03-01,,Month-to-month,Yes,Electronic check,25.6,901.25,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,36,Low
1658,2015-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),105.95,5341.8,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,51,Very High
1659,2014-06-01,,Two year,No,Credit card (automatic),70.8,4859.95,0,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,69,High
1660,2016-03-01,,Month-to-month,No,Electronic check,25.4,1139.2,0,No,No,No,No,No,No,No,Male,0,Yes,No,Yes,48,Low
1661,2014-09-01,,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,66,Very High
1662,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,69.75,324.6,1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,5,High
1663,2015-07-01,2019-10-01,Month-to-month,Yes,Electronic check,94.65,4812.75,1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,52,Very High
1664,2015-12-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,47,Very High
1665,2019-05-01,,Month-to-month,Yes,Electronic check,76.85,663.55,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,9,High
1666,2019-06-01,,Two year,No,Mailed check,20.25,174.65,0,No,No,No,No,No,No,No,Female,0,No,No,No,8,Low
1667,2018-12-01,,One year,Yes,Credit card (automatic),24.8,321.7,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,14,Low
1668,2016-05-01,,Month-to-month,Yes,Electronic check,115.65,5125.5,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,46,Very High
1669,2019-06-01,,Month-to-month,Yes,Credit card (automatic),74.6,548.9,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,8,High
1670,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,50.15,50.15,1,DSL,No,No,Yes,No,No,No,Male,1,No,Yes,No,1,Medium
1671,2014-08-01,,One year,Yes,Bank transfer (automatic),103.15,7031.3,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,67,Very High
1672,2014-02-01,,Two year,No,Credit card (automatic),72.1,5016.65,0,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,73,High
1673,2016-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,42,Very High
1674,2018-03-01,,Two year,No,Mailed check,25.1,611.45,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,23,Low
1675,2017-07-01,2019-12-01,Month-to-month,Yes,Electronic check,78.9,2384.15,1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,29,High
1676,2019-10-01,,Month-to-month,Yes,Electronic check,80.15,319.85,0,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,4,High
1677,2019-08-01,,Two year,No,Mailed check,25.4,153.3,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,6,Low
1678,2014-07-01,,One year,Yes,Credit card (automatic),105.4,7035.6,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,68,Very High
1679,2019-07-01,,Month-to-month,Yes,Mailed check,45.75,344.2,0,DSL,No,No,No,No,No,No,Male,1,No,Yes,No,7,Medium
1680,2015-06-01,,One year,Yes,Mailed check,24.45,1431.65,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,57,Low
1681,2014-02-01,,Two year,No,Credit card (automatic),25.0,1849.2,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,73,Low
1682,2014-02-01,,Two year,Yes,Electronic check,85.25,6083.1,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,73,High
1683,2018-03-01,,Two year,No,Credit card (automatic),19.6,426.65,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,23,Low
1684,2017-03-01,,Month-to-month,No,Mailed check,50.15,1655.35,0,DSL,No,No,No,No,No,No,Female,0,No,Yes,Yes,36,Medium
1685,2017-11-01,,Month-to-month,Yes,Electronic check,70.55,1943.9,0,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,27,High
1686,2017-08-01,2019-10-01,Month-to-month,Yes,Electronic check,60.05,1616.15,1,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,26,Medium
